date,price,change,change_percentage
11/5/1976,100.82,-1.59,-1.55%
11/8/1976,99.6,-1.22,-1.21%
11/9/1976,99.32,-0.28,-0.28%
11/10/1976,98.81,-0.51,-0.51%
11/11/1976,99.64,0.83,0.84%
11/12/1976,99.24,-0.4,-0.40%
11/15/1976,99.9,0.66,0.67%
11/16/1976,100.04,0.14,0.14%
11/17/1976,100.61,0.57,0.57%
11/18/1976,101.89,1.28,1.27%
11/19/1976,101.92,0.03,0.03%
11/22/1976,102.59,0.67,0.66%
11/23/1976,101.96,-0.63,-0.61%
11/24/1976,102.41,0.45,0.44%
11/26/1976,103.15,0.74,0.72%
11/29/1976,102.44,-0.71,-0.69%
11/30/1976,102.1,-0.34,-0.33%
12/1/1976,102.49,0.39,0.38%
12/2/1976,102.12,-0.37,-0.36%
12/3/1976,102.76,0.64,0.63%
12/6/1976,103.56,0.8,0.78%
12/7/1976,103.49,-0.07,-0.07%
12/8/1976,104.08,0.59,0.57%
12/9/1976,104.51,0.43,0.41%
12/10/1976,104.7,0.19,0.18%
12/13/1976,104.63,-0.07,-0.07%
12/14/1976,105.07,0.44,0.42%
12/15/1976,105.14,0.07,0.07%
12/16/1976,104.8,-0.34,-0.32%
12/17/1976,104.26,-0.54,-0.52%
12/20/1976,103.65,-0.61,-0.59%
12/21/1976,104.22,0.57,0.55%
12/22/1976,104.71,0.49,0.47%
12/23/1976,104.84,0.13,0.12%
12/27/1976,106.06,1.22,1.16%
12/28/1976,106.77,0.71,0.67%
12/29/1976,106.34,-0.43,-0.40%
12/30/1976,106.88,0.54,0.51%
12/31/1976,107.46,0.58,0.54%
1/3/1977,107,-0.46,-0.43%
1/4/1977,105.7,-1.3,-1.21%
1/5/1977,104.76,-0.94,-0.89%
1/6/1977,105.02,0.26,0.25%
1/7/1977,105.01,-0.01,-0.01%
1/10/1977,105.2,0.19,0.18%
1/11/1977,104.12,-1.08,-1.03%
1/12/1977,103.4,-0.72,-0.69%
1/13/1977,104.2,0.8,0.77%
1/14/1977,104.01,-0.19,-0.18%
1/17/1977,103.73,-0.28,-0.27%
1/18/1977,103.32,-0.41,-0.40%
1/19/1977,103.85,0.53,0.51%
1/20/1977,102.97,-0.88,-0.85%
1/21/1977,103.32,0.35,0.34%
1/24/1977,103.25,-0.07,-0.07%
1/25/1977,103.13,-0.12,-0.12%
1/26/1977,102.34,-0.79,-0.77%
1/27/1977,101.79,-0.55,-0.54%
1/28/1977,101.93,0.14,0.14%
1/31/1977,102.03,0.1,0.10%
2/1/1977,102.54,0.51,0.50%
2/2/1977,102.36,-0.18,-0.18%
2/3/1977,101.85,-0.51,-0.50%
2/4/1977,101.88,0.03,0.03%
2/7/1977,101.89,0.01,0.01%
2/8/1977,101.6,-0.29,-0.28%
2/9/1977,100.73,-0.87,-0.86%
2/10/1977,100.82,0.09,0.09%
2/11/1977,100.22,-0.6,-0.60%
2/14/1977,100.74,0.52,0.52%
2/15/1977,101.04,0.3,0.30%
2/16/1977,101.5,0.46,0.46%
2/17/1977,100.92,-0.58,-0.57%
2/18/1977,100.49,-0.43,-0.43%
2/22/1977,100.49,0,0.00%
2/23/1977,100.19,-0.3,-0.30%
2/24/1977,99.6,-0.59,-0.59%
2/25/1977,99.48,-0.12,-0.12%
2/28/1977,99.82,0.34,0.34%
3/1/1977,100.66,0.84,0.84%
3/2/1977,100.39,-0.27,-0.27%
3/3/1977,100.88,0.49,0.49%
3/4/1977,101.2,0.32,0.32%
3/7/1977,101.25,0.05,0.05%
3/8/1977,100.87,-0.38,-0.38%
3/9/1977,100.1,-0.77,-0.76%
3/10/1977,100.67,0.57,0.57%
3/11/1977,100.65,-0.02,-0.02%
3/14/1977,101.42,0.77,0.77%
3/15/1977,101.98,0.56,0.55%
3/16/1977,102.17,0.19,0.19%
3/17/1977,102.08,-0.09,-0.09%
3/18/1977,101.86,-0.22,-0.22%
3/21/1977,101.31,-0.55,-0.54%
3/22/1977,101,-0.31,-0.31%
3/23/1977,100.2,-0.8,-0.79%
3/24/1977,99.7,-0.5,-0.50%
3/25/1977,99.06,-0.64,-0.64%
3/28/1977,99,-0.06,-0.06%
3/29/1977,99.69,0.69,0.70%
3/30/1977,98.54,-1.15,-1.15%
3/31/1977,98.42,-0.12,-0.12%
4/1/1977,99.21,0.79,0.80%
4/4/1977,98.23,-0.98,-0.99%
4/5/1977,98.01,-0.22,-0.22%
4/6/1977,97.91,-0.1,-0.10%
4/7/1977,98.35,0.44,0.45%
4/11/1977,98.88,0.53,0.54%
4/12/1977,100.15,1.27,1.28%
4/13/1977,100.16,0.01,0.01%
4/14/1977,101,0.84,0.84%
4/15/1977,101.04,0.04,0.04%
4/18/1977,100.54,-0.5,-0.49%
4/19/1977,100.07,-0.47,-0.47%
4/20/1977,100.4,0.33,0.33%
4/21/1977,99.75,-0.65,-0.65%
4/22/1977,98.44,-1.31,-1.31%
4/25/1977,97.15,-1.29,-1.31%
4/26/1977,97.11,-0.04,-0.04%
4/27/1977,97.96,0.85,0.88%
4/28/1977,98.2,0.24,0.24%
4/29/1977,98.44,0.24,0.24%
5/2/1977,98.93,0.49,0.50%
5/3/1977,99.43,0.5,0.51%
5/4/1977,99.96,0.53,0.53%
5/5/1977,100.11,0.15,0.15%
5/6/1977,99.49,-0.62,-0.62%
5/9/1977,99.18,-0.31,-0.31%
5/10/1977,99.47,0.29,0.29%
5/11/1977,98.78,-0.69,-0.69%
5/12/1977,98.73,-0.05,-0.05%
5/13/1977,99.03,0.3,0.30%
5/16/1977,99.47,0.44,0.44%
5/17/1977,99.77,0.3,0.30%
5/18/1977,100.3,0.53,0.53%
5/19/1977,99.88,-0.42,-0.42%
5/20/1977,99.45,-0.43,-0.43%
5/23/1977,98.15,-1.3,-1.31%
5/24/1977,97.67,-0.48,-0.49%
5/25/1977,96.77,-0.9,-0.92%
5/26/1977,97.01,0.24,0.25%
5/27/1977,96.27,-0.74,-0.76%
5/31/1977,96.12,-0.15,-0.16%
6/1/1977,96.93,0.81,0.84%
6/2/1977,96.74,-0.19,-0.20%
6/3/1977,97.69,0.95,0.98%
6/6/1977,97.23,-0.46,-0.47%
6/7/1977,97.73,0.5,0.51%
6/8/1977,98.2,0.47,0.48%
6/9/1977,98.14,-0.06,-0.06%
6/10/1977,98.46,0.32,0.33%
6/13/1977,98.74,0.28,0.28%
6/14/1977,99.86,1.12,1.13%
6/15/1977,99.61,-0.25,-0.25%
6/16/1977,99.85,0.24,0.24%
6/17/1977,99.97,0.12,0.12%
6/20/1977,100.42,0.45,0.45%
6/21/1977,100.74,0.32,0.32%
6/22/1977,100.46,-0.28,-0.28%
6/23/1977,100.62,0.16,0.16%
6/24/1977,101.19,0.57,0.57%
6/27/1977,100.98,-0.21,-0.21%
6/28/1977,100.14,-0.84,-0.83%
6/29/1977,100.11,-0.03,-0.03%
6/30/1977,100.48,0.37,0.37%
7/1/1977,100.1,-0.38,-0.38%
7/5/1977,100.09,-0.01,-0.01%
7/6/1977,99.58,-0.51,-0.51%
7/7/1977,99.93,0.35,0.35%
7/8/1977,99.79,-0.14,-0.14%
7/11/1977,99.55,-0.24,-0.24%
7/12/1977,99.45,-0.1,-0.10%
7/13/1977,99.59,0.14,0.14%
7/15/1977,100.18,0.59,0.59%
7/18/1977,100.95,0.77,0.77%
7/19/1977,101.79,0.84,0.83%
7/20/1977,101.73,-0.06,-0.06%
7/21/1977,101.59,-0.14,-0.14%
7/22/1977,101.67,0.08,0.08%
7/25/1977,100.85,-0.82,-0.81%
7/26/1977,100.27,-0.58,-0.58%
7/27/1977,98.64,-1.63,-1.63%
7/28/1977,98.79,0.15,0.15%
7/29/1977,98.85,0.06,0.06%
8/1/1977,99.12,0.27,0.27%
8/2/1977,98.5,-0.62,-0.63%
8/3/1977,98.37,-0.13,-0.13%
8/4/1977,98.74,0.37,0.38%
8/5/1977,98.76,0.02,0.02%
8/8/1977,97.99,-0.77,-0.78%
8/9/1977,98.05,0.06,0.06%
8/10/1977,98.92,0.87,0.89%
8/11/1977,98.16,-0.76,-0.77%
8/12/1977,97.88,-0.28,-0.29%
8/15/1977,98.18,0.3,0.31%
8/16/1977,97.73,-0.45,-0.46%
8/17/1977,97.74,0.01,0.01%
8/18/1977,97.68,-0.06,-0.06%
8/19/1977,97.51,-0.17,-0.17%
8/22/1977,97.79,0.28,0.29%
8/23/1977,97.62,-0.17,-0.17%
8/24/1977,97.23,-0.39,-0.40%
8/25/1977,96.15,-1.08,-1.11%
8/26/1977,96.06,-0.09,-0.09%
8/29/1977,96.92,0.86,0.90%
8/30/1977,96.38,-0.54,-0.56%
8/31/1977,96.77,0.39,0.40%
9/1/1977,96.83,0.06,0.06%
9/2/1977,97.45,0.62,0.64%
9/6/1977,97.71,0.26,0.27%
9/7/1977,98.01,0.3,0.31%
9/8/1977,97.28,-0.73,-0.74%
9/9/1977,96.37,-0.91,-0.94%
9/12/1977,96.03,-0.34,-0.35%
9/13/1977,96.09,0.06,0.06%
9/14/1977,96.55,0.46,0.48%
9/15/1977,96.8,0.25,0.26%
9/16/1977,96.48,-0.32,-0.33%
9/19/1977,95.85,-0.63,-0.65%
9/20/1977,95.89,0.04,0.04%
9/21/1977,95.1,-0.79,-0.82%
9/22/1977,95.09,-0.01,-0.01%
9/23/1977,95.04,-0.05,-0.05%
9/26/1977,95.38,0.34,0.36%
9/27/1977,95.24,-0.14,-0.15%
9/28/1977,95.31,0.07,0.07%
9/29/1977,95.85,0.54,0.57%
9/30/1977,96.53,0.68,0.71%
10/3/1977,96.74,0.21,0.22%
10/4/1977,96.03,-0.71,-0.73%
10/5/1977,95.68,-0.35,-0.36%
10/6/1977,96.05,0.37,0.39%
10/7/1977,95.97,-0.08,-0.08%
10/10/1977,95.75,-0.22,-0.23%
10/11/1977,94.93,-0.82,-0.86%
10/12/1977,94.04,-0.89,-0.94%
10/13/1977,93.46,-0.58,-0.62%
10/14/1977,93.56,0.1,0.11%
10/17/1977,93.47,-0.09,-0.10%
10/18/1977,93.46,-0.01,-0.01%
10/19/1977,92.38,-1.08,-1.16%
10/20/1977,92.67,0.29,0.31%
10/21/1977,92.32,-0.35,-0.38%
10/24/1977,91.63,-0.69,-0.75%
10/25/1977,91,-0.63,-0.69%
10/26/1977,92.1,1.1,1.21%
10/27/1977,92.34,0.24,0.26%
10/28/1977,92.61,0.27,0.29%
10/31/1977,92.34,-0.27,-0.29%
11/1/1977,91.35,-0.99,-1.07%
11/2/1977,90.71,-0.64,-0.70%
11/3/1977,90.76,0.05,0.06%
11/4/1977,91.58,0.82,0.90%
11/7/1977,92.29,0.71,0.78%
11/8/1977,92.46,0.17,0.18%
11/9/1977,92.98,0.52,0.56%
11/10/1977,94.71,1.73,1.86%
11/11/1977,95.98,1.27,1.34%
11/14/1977,95.32,-0.66,-0.69%
11/15/1977,95.93,0.61,0.64%
11/16/1977,95.45,-0.48,-0.50%
11/17/1977,95.16,-0.29,-0.30%
11/18/1977,95.33,0.17,0.18%
11/21/1977,95.25,-0.08,-0.08%
11/22/1977,96.09,0.84,0.88%
11/23/1977,96.49,0.4,0.42%
11/25/1977,96.69,0.2,0.21%
11/28/1977,96.04,-0.65,-0.67%
11/29/1977,94.55,-1.49,-1.55%
11/30/1977,94.83,0.28,0.30%
12/1/1977,94.69,-0.14,-0.15%
12/2/1977,94.67,-0.02,-0.02%
12/5/1977,94.27,-0.4,-0.42%
12/6/1977,92.83,-1.44,-1.53%
12/7/1977,92.78,-0.05,-0.05%
12/8/1977,92.96,0.18,0.19%
12/9/1977,93.65,0.69,0.74%
12/12/1977,93.63,-0.02,-0.02%
12/13/1977,93.56,-0.07,-0.07%
12/14/1977,94.03,0.47,0.50%
12/15/1977,93.55,-0.48,-0.51%
12/16/1977,93.4,-0.15,-0.16%
12/19/1977,92.69,-0.71,-0.76%
12/20/1977,92.5,-0.19,-0.20%
12/21/1977,93.05,0.55,0.59%
12/22/1977,93.8,0.75,0.81%
12/23/1977,94.69,0.89,0.95%
12/27/1977,94.69,0,0.00%
12/28/1977,94.75,0.06,0.06%
12/29/1977,94.94,0.19,0.20%
12/30/1977,95.1,0.16,0.17%
1/3/1978,93.82,-1.28,-1.35%
1/4/1978,93.52,-0.3,-0.32%
1/5/1978,92.74,-0.78,-0.83%
1/6/1978,91.62,-1.12,-1.21%
1/9/1978,90.64,-0.98,-1.07%
1/10/1978,90.17,-0.47,-0.52%
1/11/1978,89.74,-0.43,-0.48%
1/12/1978,89.82,0.08,0.09%
1/13/1978,89.69,-0.13,-0.14%
1/16/1978,89.43,-0.26,-0.29%
1/17/1978,89.88,0.45,0.50%
1/18/1978,90.56,0.68,0.76%
1/19/1978,90.09,-0.47,-0.52%
1/20/1978,89.89,-0.2,-0.22%
1/23/1978,89.24,-0.65,-0.72%
1/24/1978,89.25,0.01,0.01%
1/25/1978,89.39,0.14,0.16%
1/26/1978,88.58,-0.81,-0.91%
1/27/1978,88.58,0,0.00%
1/30/1978,89.34,0.76,0.86%
1/31/1978,89.25,-0.09,-0.10%
2/1/1978,89.93,0.68,0.76%
2/2/1978,90.13,0.2,0.22%
2/3/1978,89.62,-0.51,-0.57%
2/6/1978,89.5,-0.12,-0.13%
2/7/1978,90.33,0.83,0.93%
2/8/1978,90.83,0.5,0.55%
2/9/1978,90.3,-0.53,-0.58%
2/10/1978,90.08,-0.22,-0.24%
2/13/1978,89.86,-0.22,-0.24%
2/14/1978,89.04,-0.82,-0.91%
2/15/1978,88.83,-0.21,-0.24%
2/16/1978,88.08,-0.75,-0.84%
2/17/1978,87.96,-0.12,-0.14%
2/21/1978,87.59,-0.37,-0.42%
2/22/1978,87.56,-0.03,-0.03%
2/23/1978,87.64,0.08,0.09%
2/24/1978,88.49,0.85,0.97%
2/27/1978,87.72,-0.77,-0.87%
2/28/1978,87.04,-0.68,-0.78%
3/1/1978,87.19,0.15,0.17%
3/2/1978,87.32,0.13,0.15%
3/3/1978,87.45,0.13,0.15%
3/6/1978,86.9,-0.55,-0.63%
3/7/1978,87.36,0.46,0.53%
3/8/1978,87.84,0.48,0.55%
3/9/1978,87.89,0.05,0.06%
3/10/1978,88.88,0.99,1.13%
3/13/1978,88.95,0.07,0.08%
3/14/1978,89.35,0.4,0.45%
3/15/1978,89.12,-0.23,-0.26%
3/16/1978,89.51,0.39,0.44%
3/17/1978,90.2,0.69,0.77%
3/20/1978,90.82,0.62,0.69%
3/21/1978,89.79,-1.03,-1.13%
3/22/1978,89.47,-0.32,-0.36%
3/23/1978,89.36,-0.11,-0.12%
3/27/1978,88.87,-0.49,-0.55%
3/28/1978,89.5,0.63,0.71%
3/29/1978,89.64,0.14,0.16%
3/30/1978,89.41,-0.23,-0.26%
3/31/1978,89.21,-0.2,-0.22%
4/3/1978,88.46,-0.75,-0.84%
4/4/1978,88.86,0.4,0.45%
4/5/1978,89.64,0.78,0.88%
4/6/1978,89.79,0.15,0.17%
4/7/1978,90.17,0.38,0.42%
4/10/1978,90.49,0.32,0.35%
4/11/1978,90.25,-0.24,-0.27%
4/12/1978,90.11,-0.14,-0.16%
4/13/1978,90.98,0.87,0.97%
4/14/1978,92.92,1.94,2.13%
4/17/1978,94.45,1.53,1.65%
4/18/1978,93.43,-1.02,-1.08%
4/19/1978,93.86,0.43,0.46%
4/20/1978,94.54,0.68,0.72%
4/21/1978,94.34,-0.2,-0.21%
4/24/1978,95.77,1.43,1.52%
4/25/1978,96.64,0.87,0.91%
4/26/1978,96.82,0.18,0.19%
4/27/1978,95.86,-0.96,-0.99%
4/28/1978,96.83,0.97,1.01%
5/1/1978,97.67,0.84,0.87%
5/2/1978,97.25,-0.42,-0.43%
5/3/1978,96.26,-0.99,-1.02%
5/4/1978,95.93,-0.33,-0.34%
5/5/1978,96.53,0.6,0.63%
5/8/1978,96.19,-0.34,-0.35%
5/9/1978,95.9,-0.29,-0.30%
5/10/1978,95.92,0.02,0.02%
5/11/1978,97.2,1.28,1.33%
5/12/1978,98.07,0.87,0.90%
5/15/1978,98.76,0.69,0.70%
5/16/1978,99.35,0.59,0.60%
5/17/1978,99.6,0.25,0.25%
5/18/1978,98.62,-0.98,-0.98%
5/19/1978,98.12,-0.5,-0.51%
5/22/1978,99.09,0.97,0.99%
5/23/1978,98.05,-1.04,-1.05%
5/24/1978,97.08,-0.97,-0.99%
5/25/1978,96.8,-0.28,-0.29%
5/26/1978,96.58,-0.22,-0.23%
5/30/1978,96.86,0.28,0.29%
5/31/1978,97.24,0.38,0.39%
6/1/1978,97.35,0.11,0.11%
6/2/1978,98.14,0.79,0.81%
6/5/1978,99.95,1.81,1.84%
6/6/1978,100.32,0.37,0.37%
6/7/1978,100.12,-0.2,-0.20%
6/8/1978,100.21,0.09,0.09%
6/9/1978,99.93,-0.28,-0.28%
6/12/1978,99.55,-0.38,-0.38%
6/13/1978,99.57,0.02,0.02%
6/14/1978,99.48,-0.09,-0.09%
6/15/1978,98.34,-1.14,-1.15%
6/16/1978,97.42,-0.92,-0.94%
6/19/1978,97.49,0.07,0.07%
6/20/1978,96.51,-0.98,-1.01%
6/21/1978,96.01,-0.5,-0.52%
6/22/1978,96.24,0.23,0.24%
6/23/1978,95.85,-0.39,-0.41%
6/26/1978,94.6,-1.25,-1.30%
6/27/1978,94.98,0.38,0.40%
6/28/1978,95.4,0.42,0.44%
6/29/1978,95.57,0.17,0.18%
6/30/1978,95.53,-0.04,-0.04%
7/3/1978,95.09,-0.44,-0.46%
7/5/1978,94.27,-0.82,-0.86%
7/6/1978,94.32,0.05,0.05%
7/7/1978,94.89,0.57,0.60%
7/10/1978,95.27,0.38,0.40%
7/11/1978,95.93,0.66,0.69%
7/12/1978,96.24,0.31,0.32%
7/13/1978,96.25,0.01,0.01%
7/14/1978,97.58,1.33,1.38%
7/17/1978,97.78,0.2,0.20%
7/18/1978,96.87,-0.91,-0.93%
7/19/1978,98.12,1.25,1.29%
7/20/1978,98.03,-0.09,-0.09%
7/21/1978,97.75,-0.28,-0.29%
7/24/1978,97.72,-0.03,-0.03%
7/25/1978,98.44,0.72,0.74%
7/26/1978,99.08,0.64,0.65%
7/27/1978,99.54,0.46,0.46%
7/28/1978,100,0.46,0.46%
7/31/1978,100.68,0.68,0.68%
8/1/1978,100.66,-0.02,-0.02%
8/2/1978,102.92,2.26,2.25%
8/3/1978,103.51,0.59,0.57%
8/4/1978,103.92,0.41,0.40%
8/7/1978,103.55,-0.37,-0.36%
8/8/1978,104.01,0.46,0.44%
8/9/1978,104.5,0.49,0.47%
8/10/1978,103.66,-0.84,-0.80%
8/11/1978,103.96,0.3,0.29%
8/14/1978,103.97,0.01,0.01%
8/15/1978,103.85,-0.12,-0.12%
8/16/1978,104.65,0.8,0.77%
8/17/1978,105.08,0.43,0.41%
8/18/1978,104.73,-0.35,-0.33%
8/21/1978,103.89,-0.84,-0.80%
8/22/1978,104.31,0.42,0.40%
8/23/1978,104.91,0.6,0.58%
8/24/1978,105.08,0.17,0.16%
8/25/1978,104.9,-0.18,-0.17%
8/28/1978,103.96,-0.94,-0.90%
8/29/1978,103.39,-0.57,-0.55%
8/30/1978,103.5,0.11,0.11%
8/31/1978,103.29,-0.21,-0.20%
9/1/1978,103.68,0.39,0.38%
9/5/1978,104.49,0.81,0.78%
9/6/1978,105.38,0.89,0.85%
9/7/1978,105.42,0.04,0.04%
9/8/1978,106.79,1.37,1.30%
9/11/1978,106.98,0.19,0.18%
9/12/1978,106.99,0.01,0.01%
9/13/1978,106.34,-0.65,-0.61%
9/14/1978,105.1,-1.24,-1.17%
9/15/1978,104.12,-0.98,-0.93%
9/18/1978,103.21,-0.91,-0.87%
9/19/1978,102.53,-0.68,-0.66%
9/20/1978,101.73,-0.8,-0.78%
9/21/1978,101.9,0.17,0.17%
9/22/1978,101.84,-0.06,-0.06%
9/25/1978,101.86,0.02,0.02%
9/26/1978,102.62,0.76,0.75%
9/27/1978,101.66,-0.96,-0.94%
9/28/1978,101.96,0.3,0.30%
9/29/1978,102.54,0.58,0.57%
10/2/1978,102.96,0.42,0.41%
10/3/1978,102.6,-0.36,-0.35%
10/4/1978,103.06,0.46,0.45%
10/5/1978,103.27,0.21,0.20%
10/6/1978,103.52,0.25,0.24%
10/9/1978,104.59,1.07,1.03%
10/10/1978,104.46,-0.13,-0.12%
10/11/1978,105.39,0.93,0.89%
10/12/1978,104.88,-0.51,-0.48%
10/13/1978,104.66,-0.22,-0.21%
10/16/1978,102.61,-2.05,-1.96%
10/17/1978,101.26,-1.35,-1.32%
10/18/1978,100.49,-0.77,-0.76%
10/19/1978,99.33,-1.16,-1.15%
10/20/1978,97.95,-1.38,-1.39%
10/23/1978,98.18,0.23,0.23%
10/24/1978,97.49,-0.69,-0.70%
10/25/1978,97.31,-0.18,-0.18%
10/26/1978,96.03,-1.28,-1.32%
10/27/1978,94.59,-1.44,-1.50%
10/30/1978,95.06,0.47,0.50%
10/31/1978,93.15,-1.91,-2.01%
11/1/1978,96.85,3.7,3.97%
11/2/1978,95.61,-1.24,-1.28%
11/3/1978,96.18,0.57,0.60%
11/6/1978,95.19,-0.99,-1.03%
11/7/1978,93.85,-1.34,-1.41%
11/8/1978,94.45,0.6,0.64%
11/9/1978,94.42,-0.03,-0.03%
11/10/1978,94.77,0.35,0.37%
11/13/1978,93.13,-1.64,-1.73%
11/14/1978,92.49,-0.64,-0.69%
11/15/1978,92.71,0.22,0.24%
11/16/1978,93.71,1,1.08%
11/17/1978,94.42,0.71,0.76%
11/20/1978,95.25,0.83,0.88%
11/21/1978,95.01,-0.24,-0.25%
11/22/1978,95.48,0.47,0.49%
11/24/1978,95.79,0.31,0.32%
11/27/1978,95.99,0.2,0.21%
11/28/1978,95.15,-0.84,-0.88%
11/29/1978,93.75,-1.4,-1.47%
11/30/1978,94.7,0.95,1.01%
12/1/1978,96.28,1.58,1.67%
12/4/1978,96.15,-0.13,-0.14%
12/5/1978,97.44,1.29,1.34%
12/6/1978,97.49,0.05,0.05%
12/7/1978,97.08,-0.41,-0.42%
12/8/1978,96.63,-0.45,-0.46%
12/11/1978,97.11,0.48,0.50%
12/12/1978,96.59,-0.52,-0.54%
12/13/1978,96.06,-0.53,-0.55%
12/14/1978,96.04,-0.02,-0.02%
12/15/1978,95.33,-0.71,-0.74%
12/18/1978,93.44,-1.89,-1.98%
12/19/1978,94.24,0.8,0.86%
12/20/1978,94.68,0.44,0.47%
12/21/1978,94.71,0.03,0.03%
12/22/1978,96.31,1.6,1.69%
12/26/1978,97.52,1.21,1.26%
12/27/1978,96.66,-0.86,-0.88%
12/28/1978,96.28,-0.38,-0.39%
12/29/1978,96.11,-0.17,-0.18%
1/2/1979,96.73,0.62,0.65%
1/3/1979,97.8,1.07,1.11%
1/4/1979,98.58,0.78,0.80%
1/5/1979,99.13,0.55,0.56%
1/8/1979,98.8,-0.33,-0.33%
1/9/1979,99.33,0.53,0.54%
1/10/1979,98.77,-0.56,-0.56%
1/11/1979,99.1,0.33,0.33%
1/12/1979,99.93,0.83,0.84%
1/15/1979,100.69,0.76,0.76%
1/16/1979,99.46,-1.23,-1.22%
1/17/1979,99.48,0.02,0.02%
1/18/1979,99.72,0.24,0.24%
1/19/1979,99.75,0.03,0.03%
1/22/1979,99.9,0.15,0.15%
1/23/1979,100.6,0.7,0.70%
1/24/1979,100.16,-0.44,-0.44%
1/25/1979,101.19,1.03,1.03%
1/26/1979,101.86,0.67,0.66%
1/29/1979,101.55,-0.31,-0.30%
1/30/1979,101.05,-0.5,-0.49%
1/31/1979,99.93,-1.12,-1.11%
2/1/1979,99.96,0.03,0.03%
2/2/1979,99.5,-0.46,-0.46%
2/5/1979,98.09,-1.41,-1.42%
2/6/1979,98.05,-0.04,-0.04%
2/7/1979,97.16,-0.89,-0.91%
2/8/1979,97.65,0.49,0.50%
2/9/1979,97.87,0.22,0.23%
2/12/1979,98.2,0.33,0.34%
2/13/1979,98.93,0.73,0.74%
2/14/1979,98.87,-0.06,-0.06%
2/15/1979,98.73,-0.14,-0.14%
2/16/1979,98.67,-0.06,-0.06%
2/20/1979,99.42,0.75,0.76%
2/21/1979,99.07,-0.35,-0.35%
2/22/1979,98.33,-0.74,-0.75%
2/23/1979,97.78,-0.55,-0.56%
2/26/1979,97.67,-0.11,-0.11%
2/27/1979,96.13,-1.54,-1.58%
2/28/1979,96.28,0.15,0.16%
3/1/1979,96.9,0.62,0.64%
3/2/1979,96.97,0.07,0.07%
3/5/1979,98.06,1.09,1.12%
3/6/1979,97.87,-0.19,-0.19%
3/7/1979,98.44,0.57,0.58%
3/8/1979,99.58,1.14,1.16%
3/9/1979,99.54,-0.04,-0.04%
3/12/1979,99.67,0.13,0.13%
3/13/1979,99.84,0.17,0.17%
3/14/1979,99.71,-0.13,-0.13%
3/15/1979,99.86,0.15,0.15%
3/16/1979,100.69,0.83,0.83%
3/19/1979,101.06,0.37,0.37%
3/20/1979,100.5,-0.56,-0.55%
3/21/1979,101.25,0.75,0.75%
3/22/1979,101.67,0.42,0.41%
3/23/1979,101.6,-0.07,-0.07%
3/26/1979,101.04,-0.56,-0.55%
3/27/1979,102.48,1.44,1.43%
3/28/1979,102.12,-0.36,-0.35%
3/29/1979,102.03,-0.09,-0.09%
3/30/1979,101.59,-0.44,-0.43%
4/2/1979,100.9,-0.69,-0.68%
4/3/1979,102.4,1.5,1.49%
4/4/1979,102.65,0.25,0.24%
4/5/1979,103.26,0.61,0.59%
4/6/1979,103.18,-0.08,-0.08%
4/9/1979,102.87,-0.31,-0.30%
4/10/1979,103.34,0.47,0.46%
4/11/1979,102.31,-1.03,-1.00%
4/12/1979,102,-0.31,-0.30%
4/16/1979,101.12,-0.88,-0.86%
4/17/1979,101.24,0.12,0.12%
4/18/1979,101.7,0.46,0.45%
4/19/1979,101.28,-0.42,-0.41%
4/20/1979,101.23,-0.05,-0.05%
4/23/1979,101.57,0.34,0.34%
4/24/1979,102.2,0.63,0.62%
4/25/1979,102.5,0.3,0.29%
4/26/1979,102.01,-0.49,-0.48%
4/27/1979,101.8,-0.21,-0.21%
4/30/1979,101.76,-0.04,-0.04%
5/1/1979,101.68,-0.08,-0.08%
5/2/1979,101.72,0.04,0.04%
5/3/1979,101.81,0.09,0.09%
5/4/1979,100.69,-1.12,-1.10%
5/7/1979,99.02,-1.67,-1.66%
5/8/1979,99.17,0.15,0.15%
5/9/1979,99.46,0.29,0.29%
5/10/1979,98.52,-0.94,-0.95%
5/11/1979,98.52,0,0.00%
5/14/1979,98.06,-0.46,-0.47%
5/15/1979,98.14,0.08,0.08%
5/16/1979,98.42,0.28,0.29%
5/17/1979,99.94,1.52,1.54%
5/18/1979,99.93,-0.01,-0.01%
5/21/1979,100.14,0.21,0.21%
5/22/1979,100.51,0.37,0.37%
5/23/1979,99.89,-0.62,-0.62%
5/24/1979,99.93,0.04,0.04%
5/25/1979,100.22,0.29,0.29%
5/29/1979,100.05,-0.17,-0.17%
5/30/1979,99.11,-0.94,-0.94%
5/31/1979,99.08,-0.03,-0.03%
6/1/1979,99.17,0.09,0.09%
6/4/1979,99.32,0.15,0.15%
6/5/1979,100.62,1.3,1.31%
6/6/1979,101.3,0.68,0.68%
6/7/1979,101.79,0.49,0.48%
6/8/1979,101.49,-0.3,-0.29%
6/11/1979,101.91,0.42,0.41%
6/12/1979,102.85,0.94,0.92%
6/13/1979,102.31,-0.54,-0.53%
6/14/1979,102.2,-0.11,-0.11%
6/15/1979,102.09,-0.11,-0.11%
6/18/1979,101.56,-0.53,-0.52%
6/19/1979,101.58,0.02,0.02%
6/20/1979,101.63,0.05,0.05%
6/21/1979,102.09,0.46,0.45%
6/22/1979,102.64,0.55,0.54%
6/25/1979,102.09,-0.55,-0.54%
6/26/1979,101.66,-0.43,-0.42%
6/27/1979,102.27,0.61,0.60%
6/28/1979,102.8,0.53,0.52%
